species,locality,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year
Dacelo novaeguineae,Royal Botanic Gardens Melbourne,2,-37.83036,144.9796,2016-10-26,26,10,2016
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2018-01-05,5,1,2018
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.83333,144.98333,2017-12-14,14,12,2017
Gymnorhina tibicen,Fitzroy Gardens,3,-37.81337,144.98006,2018-06-28,28,6,2018
Cacatua galerita,Royal Botanic Gardens,,-37.83,144.98028,2017-08-28,28,8,2017
Manorina melanocephala,"MW - Trin Warren Tam-boore, Royal Park",8,-37.78222,144.94306,2018-04-08,8,4,2018
Manorina melanocephala,Gosch's Paddock,3,-37.82606,144.98543,2018-04-07,7,4,2018
Gymnorhina tibicen,"Royal Park, Parkville",,-37.79167,144.95667,2018-08-14,14,8,2018
Gymnorhina tibicen,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-02-15,15,2,2018
Rhipidura leucophrys,Royal Botanic Gardens,,-37.82944,144.97861,2018-10-27,27,10,2018
Gymnorhina tibicen,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2017-11-16,16,11,2017
Gymnorhina tibicen,Fitzroy Gardens,6,-37.81337,144.98006,2017-05-08,8,5,2017
Gymnorhina tibicen,Trin Warren Tam-boore wetlands (Treatment Pond),2,-37.7825,144.94228,2018-05-27,27,5,2018
Rhipidura leucophrys,Royal Botanic Gardens,,-37.83,144.98056,2017-07-07,7,7,2017
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,,-37.83033,144.97953,2018-11-12,12,11,2018
Gymnorhina tibicen,Fitzroy Gardens,4,-37.81337,144.98006,2017-05-07,7,5,2017
Gymnorhina tibicen,"Royal Botanic Gardens, Melbourne, Victoria",1,-37.83042,144.97961,2018-05-26,26,5,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-10-28,28,10,2017
Manorina melanocephala,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-03-22,22,3,2018
Cacatua galerita,Royal Botanic Gardens,,-37.82944,144.97861,2017-03-23,23,3,2017
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",3,-37.78222,144.94306,2018-08-12,12,8,2018
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,5,-37.83036,144.9796,2016-10-26,26,10,2016
Rhipidura leucophrys,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-06-11,11,6,2018
Gymnorhina tibicen,Flagstaff Gardens,2,-37.81133,144.95485,2018-07-21,21,7,2018
Cacatua galerita,Royal Botanic Gardens Melbourne,3,-37.83036,144.9796,2016-10-26,26,10,2016
Manorina melanocephala,"Royal Park, Parkville",,-37.79083,144.95361,2018-04-17,17,4,2018
Cacatua galerita,"-37.813506818080455, 144.98034954071045",1,-37.81351,144.98035,2016-09-16,16,9,2016
Gymnorhina tibicen,Fitzroy Gardens,7,-37.81337,144.98006,2017-05-12,12,5,2017
Cacatua galerita,Royal Botanic Gardens,,-37.83,144.98056,2017-07-07,7,7,2017
Rhipidura leucophrys,Moonee Ponds Ck Metro docklands,,-37.80722,144.93634,2017-03-29,29,3,2017
Gymnorhina tibicen,Fitzroy Gardens,2,-37.81337,144.98006,2018-05-15,15,5,2018
Dacelo novaeguineae,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2018-05-04,4,5,2018
Dacelo novaeguineae,Royal Botanic Gardens,,-37.82944,144.97861,2018-12-16,16,12,2018
Cacatua galerita,Royal Botanic Gardens,,-37.82944,144.97861,2018-12-16,16,12,2018
Cacatua galerita,Royal Botanic Gardens Melbourne,4,-37.82751,144.98005,2017-01-11,11,1,2017
Manorina melanocephala,"Carlton Gardens, Carlton",,-37.80167,144.97194,2018-04-18,18,4,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2016-09-19,19,9,2016
Gymnorhina tibicen,,8,-37.78949,144.95495,2017-05-10,10,5,2017
Dacelo novaeguineae,Botanic gardens,1,-37.82766,144.97959,2018-01-29,29,1,2018
Rhipidura leucophrys,Royal Botanic Gardens,,-37.83,144.98028,2017-08-28,28,8,2017
Rhipidura leucophrys,Royal Botanic Gardens,2,-37.82858,144.98462,2018-02-17,17,2,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2016-09-04,4,9,2016
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2017-10-13,13,10,2017
Rhipidura leucophrys,White's Skink Habitat site Royal Park,1,-37.78226,144.94554,2018-02-04,4,2,2018
Manorina melanocephala,Royal Botanic Gardens,9,-37.82986,144.9789,2018-11-04,4,11,2018
Gymnorhina tibicen,Fitzroy Gardens,5,-37.81122,144.98069,2017-08-07,7,8,2017
Dacelo novaeguineae,Royal Botanic Gardens Melbourne,,-37.83333,144.98333,2018-08-29,29,8,2018
Gymnorhina tibicen,Royal Botanic Gardens,,-37.82944,144.97861,2018-12-16,16,12,2018
Gymnorhina tibicen,Melbourne Zoo,,-37.78417,144.95139,2018-09-01,1,9,2018
Gymnorhina tibicen,Royal Botanic Gardens,,-37.83831,144.97679,2017-07-17,17,7,2017
Manorina melanocephala,White's Skink Habitat site Royal Park,2,-37.78226,144.94554,2017-12-02,2,12,2017
Gymnorhina tibicen,Mel botanic garden 1,2,-37.82972,144.98092,2018-12-02,2,12,2018
Manorina melanocephala,Melbourne Zoo,,-37.78417,144.95139,2018-09-01,1,9,2018
Gymnorhina tibicen,Royal Park native vegetation area,4,-37.79169,144.95703,2017-03-28,28,3,2017
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,,-37.8294,144.98426,2018-09-01,1,9,2018
Gymnorhina tibicen,Fitzroy Gardens,3,-37.81546,144.97745,2017-11-05,5,11,2017
Rhipidura leucophrys,Royal Botanic Gardens,,-37.82944,144.97861,2017-03-23,23,3,2017
Gymnorhina tibicen,,4,-37.78949,144.95495,2017-05-12,12,5,2017
Gymnorhina tibicen,The park,4,-37.80194,144.9605,2017-05-25,25,5,2017
Gymnorhina tibicen,Melbourne Botanical Gardens,3,-37.82929,144.98072,2017-12-19,19,12,2017
Gymnorhina tibicen,Gosch's Paddock,1,-37.82606,144.98543,2018-04-07,7,4,2018
Dacelo novaeguineae,Royal Botanic Gardens,,-37.82944,144.97861,2017-05-01,1,5,2017
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-08-31,31,8,2014
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-07-03,3,7,2014
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-06-22,22,6,2014
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-03-11,11,3,2014
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-04-11,11,4,2014
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2014-02-11,11,2,2014
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-11-25,25,11,2013
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-12-05,5,12,2013
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-10-21,21,10,2013
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-11-06,6,11,2013
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-09-04,4,9,2013
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-08-22,22,8,2013
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-04-02,2,4,2013
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-06-12,12,6,2013
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2013-05-20,20,5,2013
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-10-31,31,10,2012
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-11-11,11,11,2012
Rhipidura leucophrys,Melbourne Zoo,,-37.783611,144.951386,2012-08-18,18,8,2012
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-06-19,19,6,2012
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-05-22,22,5,2012
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-08-29,29,8,2012
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.829445,144.978607,2012-07-24,24,7,2012
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-12-08,8,12,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-11-18,18,11,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-08-31,31,8,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-10-10,10,10,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-10-22,22,10,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-04-18,18,4,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-06-09,9,6,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-02-10,10,2,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-03-25,25,3,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-02-20,20,2,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-07-14,14,7,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-05-19,19,5,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2011-08-15,15,8,2011
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-10-25,25,10,2010
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-09-13,13,9,2010
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-08-16,16,8,2010
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-03-12,12,3,2010
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-04-16,16,4,2010
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.97861,2010-05-17,17,5,2010
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82,144.97,2009-11-11,11,11,2009
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82,144.97,2009-12-11,11,12,2009
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82,144.97,2009-10-12,12,10,2009
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2009-07-30,30,7,2009
Rhipidura leucophrys,"Royal Botanic Gardens, Melbourne",,-37.82944,144.9786,2009-08-22,22,8,2009
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.83333,144.9833,2009-03-08,8,3,2009
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.83333,144.9833,2009-02-11,11,2,2009
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.83333,144.9833,2009-04-08,8,4,2009
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.83333,144.9833,2009-05-18,18,5,2009
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.82944,144.9786,2009-05-29,29,5,2009
Rhipidura leucophrys,Royal Botanic Gardens,,-37.83,144.9803,2009-02-04,4,2,2009
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2015-10-19,19,10,2015
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2016-05-12,12,5,2016
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2015-10-07,7,10,2015
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2016-05-11,11,5,2016
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2015-10-29,29,10,2015
Rhipidura leucophrys,Melbourne Botanical Gardens S,1,-37.83278,144.9803,2016-04-19,19,4,2016
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2015-09-12,12,9,2015
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2015-08-26,26,8,2015
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2015-07-20,20,7,2015
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2016-03-22,22,3,2016
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",1,-37.78222,144.9431,2016-02-07,7,2,2016
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2015-04-27,27,4,2015
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",5,-37.78222,144.9431,2015-11-18,18,11,2015
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78222,144.9431,2015-10-05,5,10,2015
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2015-06-03,3,6,2015
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2015-05-26,26,5,2015
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78222,144.9431,2015-04-05,5,4,2015
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2015-04-08,8,4,2015
Rhipidura leucophrys,Fixed Cycle Moonee Creek,3,-37.80583,144.9358,2015-03-30,30,3,2015
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2015-03-12,12,3,2015
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",3,-37.78222,144.9431,2015-01-29,29,1,2015
Rhipidura leucophrys,westgate park,11,-37.83167,144.9111,2015-02-17,17,2,2015
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2015-02-03,3,2,2015
Rhipidura leucophrys,MW - Flemington Racecourse,1,-37.78694,144.9169,2015-02-20,20,2,2015
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-12-17,17,12,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-12-15,15,12,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-12-01,1,12,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-10-29,29,10,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-10-25,25,10,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-10-18,18,10,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-10-15,15,10,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-09-18,18,9,2014
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2015-01-12,12,1,2015
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",7,-37.78306,144.9433,2014-11-23,23,11,2014
Rhipidura leucophrys,Fixed Cycle Moonee Creek,2,-37.80583,144.9358,2014-11-17,17,11,2014
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2014-10-14,14,10,2014
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2014-09-17,17,9,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-08-19,19,8,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-08-13,13,8,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-06-17,17,6,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-06-06,6,6,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-05-10,10,5,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-05-08,8,5,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-05-01,1,5,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-04-07,7,4,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-04-04,4,4,2014
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78306,144.9433,2014-08-21,21,8,2014
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78306,144.9433,2014-07-10,10,7,2014
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",1,-37.78306,144.9433,2014-07-08,8,7,2014
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2014-06-25,25,6,2014
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2014-06-10,10,6,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-03-26,26,3,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-02-03,3,2,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-01-20,20,1,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2014-01-06,6,1,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2013-11-04,4,11,2013
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2014-05-14,14,5,2014
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2013-07-31,31,7,2013
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2013-10-04,4,10,2013
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2013-05-16,16,5,2013
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2013-06-18,18,6,2013
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2013-04-16,16,4,2013
Rhipidura leucophrys,westgate park,,-37.83167,144.9111,2013-04-11,11,4,2013
Rhipidura leucophrys,Fixed Cycle Moonee Creek,2,-37.80583,144.9358,2014-03-26,26,3,2014
Rhipidura leucophrys,MW - Flemington Racecourse,2,-37.78694,144.9169,2014-02-24,24,2,2014
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78306,144.9433,2014-02-24,24,2,2014
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2014-02-11,11,2,2014
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78306,144.9433,2014-01-09,9,1,2014
Rhipidura leucophrys,MW - Flemington Racecourse,2,-37.78694,144.9169,2013-11-21,21,11,2013
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78306,144.9433,2013-11-07,7,11,2013
Rhipidura leucophrys,Fixed Cycle Moonee Creek,1,-37.80583,144.9358,2013-11-26,26,11,2013
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",1,-37.78306,144.9433,2013-11-22,22,11,2013
Rhipidura leucophrys,"Royasl Park, Parkville",,-37.79167,144.9567,2013-10-09,9,10,2013
Rhipidura leucophrys,Fixed Cycle Moonee Creek,2,-37.805828,144.935837,2013-08-27,27,8,2013
Rhipidura leucophrys,westgate park,,-37.831669,144.911118,2013-03-10,10,3,2013
Rhipidura leucophrys,westgate park,,-37.831669,144.911118,2013-03-08,8,3,2013
Rhipidura leucophrys,westgate park,,-37.831669,144.911118,2013-02-15,15,2,2013
Rhipidura leucophrys,westgate park,,-37.831669,144.911118,2013-02-05,5,2,2013
Rhipidura leucophrys,"Royal Park, Parkville",,-37.791672,144.95694,2013-05-07,7,5,2013
Rhipidura leucophrys,Melbourne Zoo,1,-37.782219,144.950836,2013-01-14,14,1,2013
